Level,Modality,Module,Description,Example
7,Writing,Module 8: Socializing,"Can write a nuanced, well-structured extended social communication that reads subtle social cues and responds with calibrated tact and warmth, is aware enough of relationship history to reference it appropriately without over-explaining, and shows evidence of unprompted self-revision, using sophisticated cohesion, precise register-appropriate vocabulary, and flexible tone control.","Asked to write a message navigating a delicate situation with a close friend, the student references their shared history lightly rather than spelling it out, then revises a draft after noticing a phrase that could come across as blunt."
8,Listening/Speaking,Module 1: Describing,"Listening: Can listen to a dense, digressive, or intentionally evasive description (e.g., someone describing a person or situation while avoiding a sensitive detail) and reconstruct both the surface content and the specific thing being withheld or downplayed, articulating how word choice and hedging conceal it. Speaking: Can deliver an extended, unrehearsed description under real-time pressure — self-correcting at least once when a chosen word proves inaccurate or misleading — while deliberately shifting tone, register, and level of abstraction at least twice in response to specific, observable listener reactions.","Describing a former employee's departure to a new hire who's fishing for gossip, the student notices the question behind the question, keeps the description technically accurate but deliberately vague on the sensitive part, catches themselves using a word that sounds too harsh mid-sentence and immediately softens it, and shifts to a warmer tone once the new hire seems satisfied rather than suspicious."
8,Reading,Module 1: Describing,"Can read a stylistically dense extended description — layered with irony, understatement, or deliberate ambiguity — and (a) map shifts in tone, register, and abstraction to their rhetorical function, (b) identify at least one place where the literal description and the writer's real attitude diverge, and (c) assess how a specific alternate audience would likely misread that divergence.","Given a real-estate listing whose glowing language about a ""cozy, character-filled"" apartment subtly signals it's small and old, the student identifies the coded phrases, explains the writer's real attitude beneath the sales language, and notes that a non-native or first-time renter would likely take the description at face value and be disappointed."
8,Writing,Module 1: Describing,"Can write an extended description that (a) deliberately shifts tone, register, and abstraction at least twice for identifiable rhetorical effect, (b) embeds at least one layer of implication the reader must infer rather than being told directly, and (c) shows evidence of self-revision — an initial framing deliberately undercut or complicated later in the same text — while sustaining full grammatical and stylistic control throughout.","Writing about their childhood home, the student opens in a warm, nostalgic tone that implies a happy childhood, then lets small, unexplained details accumulate (a lock on a door, a room never mentioned again) that quietly complicate that first impression without ever stating outright that the memory is a mixed one."
8,Listening/Speaking,Module 2: Narrating,"Listening: Can listen to a narrative told by an unreliable, self-serving, or emotionally compromised narrator and reconstruct a more accurate version of events by cross-referencing what is said against what is implied, contradicted, or conspicuously left out. Speaking: Can narrate an extended, unrehearsed story under real-time pressure — recovering smoothly at least once from losing the thread or misremembering a detail — while adapting pacing, tone, and narrative distance at least twice to specific, observable audience reactions.","Listening to a coworker's version of how a project went wrong, the student notices the coworker never mentions their own missed deadline and reconstructs a fuller picture; later, telling their own story about a travel mishap, the student momentarily gets the order of events wrong, catches it, corrects it without breaking flow, and shortens the ending once they sense the listener has heard enough."
8,Reading,Module 2: Narrating,"Can read a stylistically sophisticated extended narrative with a compromised or shifting point of view and (a) map shifts in tone, pacing, and narrative distance to their function, (b) identify at least one place where the narration itself cannot be fully trusted, and (c) reconstruct what likely actually happened versus what the narrator presents.","Given a first-person account of a breakup that blames the other person throughout but includes small inconsistencies (dates that don't line up, a detail contradicted two pages later), the student identifies those inconsistencies and proposes a more balanced account of what likely happened."
8,Writing,Module 2: Narrating,"Can write an extended narrative that (a) deliberately shifts pacing and narrative distance at least twice for a specific emotional or rhetorical effect, (b) uses a narrator whose reliability is subtly and deliberately compromised (bias, self-interest, or limited knowledge the reader can detect), and (c) sustains that compromised perspective consistently without ever breaking voice, while remaining fully grammatically controlled.","Writing about a workplace conflict from their own point of view, the student narrates events in a way that quietly favors themselves — omitting a detail, describing their own reaction more sympathetically than the other person's — while leaving just enough evidence in the account for a careful reader to notice the imbalance."
8,Listening/Speaking,Module 3: Explaining,"Listening: Can listen to a dense technical or conceptual explanation that includes an unstated assumption, oversimplification, or gap in reasoning, and articulate specifically where the explanation breaks down and what a fuller account would need to include. Speaking: Can explain a complex phenomenon under real-time pressure — recovering smoothly when an analogy fails to land or introduces confusion — while recalibrating depth, technicality, and tone at least twice for specific, observable listener signals.","Listening to a colleague explain a policy change, the student notices the explanation skips over why the change is happening and asks a pointed follow-up; later, explaining a technical issue themselves, the student's first analogy visibly confuses a coworker, so they drop it, try a different comparison, and confirm understanding before continuing."
8,Reading,Module 3: Explaining,"Can read a stylistically dense extended explanation aimed at a specific audience and (a) map shifts in depth, abstraction, and technicality to that audience, (b) identify at least one place the writer oversimplifies, hedges, or omits a caveat, and (c) assess the practical risk of that gap for a reader who takes the explanation at face value.","Given an article explaining a financial product that glosses over a fee structure in a single vague sentence, the student identifies that gap and explains the practical risk to a reader who trusts the article's reassuring tone and skips the fine print."
8,Writing,Module 3: Explaining,"Can write an extended explanation that (a) deliberately calibrates depth, abstraction, and technicality for at least two distinct audiences within the same piece, (b) proactively surfaces and addresses at least one likely misunderstanding or objection before it arises, and (c) sustains logical rigor and precision throughout without contradiction between the two audience-calibrated sections.","Writing an explanation of a new process for both new hires and their manager, the student opens with accessible framing, anticipates the confusion new hires typically have at one step and heads it off directly, then shifts into a technically precise section addressing the manager's likely concern about implementation cost."
8,Listening/Speaking,Module 4: Instructing,"Listening: Can listen to a dense or ambiguous set of instructions, identify specifically where the instructions are underspecified or assume unstated expertise, and articulate the concrete risk that ambiguity poses for a specific type of user. Speaking: Can give instructions under real-time pressure — recovering smoothly when a listener follows a step incorrectly, without restarting from the beginning — while recalibrating detail, tone, and pacing at least twice to specific, observable confusion or error.","Listening to instructions for configuring software, the student flags a step that assumes prior knowledge and predicts a new user would get stuck there; later, walking a colleague through the same process, the student notices the colleague skipped a step, catches the resulting error without restarting the whole walkthrough, and adjusts the explanation of that one step before continuing."
8,Reading,Module 4: Instructing,"Can read a stylistically dense extended set of instructions and (a) map shifts in tone, formality, and detail to audience and risk level, (b) identify at least one place where an instruction is ambiguous or contradicts an earlier step, and (c) assess the specific consequence of following the ambiguous version.","Given a manual where an early step says to ""secure the panel"" loosely and a later step assumes it was bolted, the student identifies the contradiction and explains what would go wrong for a user who read the first instruction literally."
8,Writing,Module 4: Instructing,"Can write an extended set of instructions that (a) deliberately calibrates tone, formality, and detail for at least two distinct audiences or risk contexts within the same document, (b) explicitly anticipates and forecloses at least one likely point of user error, and (c) sustains clarity and internal consistency across every step, including the safety-critical ones.","Writing instructions covering both a routine step and a safety-critical one, the student keeps a casual tone for the routine part, adds an explicit warning at the exact point users tend to skip a safety check, and shifts to precise, formal language for that step specifically."
8,Listening/Speaking,Module 5: Evaluating,"Listening: Can listen to an evaluative argument that masks self-interest, an unstated standard, or motivated reasoning, and articulate both the hidden standard and how it changes the fairness or credibility of the judgment for a specific stakeholder. Speaking: Can evaluate something under real-time pressure — revising a stated judgment mid-conversation when presented with a genuinely persuasive counterpoint, without simply capitulating or being defensive — while adjusting criteria, tone, and persuasive strategy at least twice to specific listener pushback.","Listening to a manager praise a vendor, the student notices the manager has a personal relationship with that vendor and factors that in when weighing the praise; later, evaluating a proposal themselves, the student is pushed back on and, on hearing a genuinely strong counterpoint, revises their stated position on one specific point while holding firm on the rest."
8,Reading,Module 5: Evaluating,"Can read a stylistically dense extended evaluation and (a) map shifts in critical stance, tone, and rigor to audience and purpose, (b) identify at least one unstated evaluative standard the writer is applying, and (c) assess whether that standard is fair, and to whom it is or isn't.","Given a review that judges a product harshly by professional-grade standards without saying so, the student identifies that unstated standard and explains that it makes the review unfair to readers considering the product for casual, non-professional use."
8,Writing,Module 5: Evaluating,"Can write an extended evaluation that (a) deliberately calibrates critical stance, tone, and rigor for at least two distinct audiences within the same piece, (b) explicitly states the evaluative standard being applied rather than leaving it implicit, and (c) sustains logical rigor and internal consistency even where the two audience-calibrated sections could otherwise seem to contradict each other.","Writing a performance review, the student states plainly the standard the employee is being measured against, keeps a warm, encouraging tone in the section the employee will read directly, and shifts to precise, rigorous language in a section meant for HR — while making sure both sections reach the same underlying judgment."
8,Listening/Speaking,Module 6: Arguing,"Listening: Can listen to a rhetorically sophisticated argument and identify specific manipulation techniques (false balance, loaded framing, selective evidence) that aren't apparent from the logical structure alone, articulating how they're functioning. Speaking: Can argue under real-time pressure — conceding a genuinely valid counterpoint on one sub-claim while maintaining the overall position, without either capitulating entirely or ignoring the counterpoint — while adjusting strategy, tone, and emphasis at least twice to specific listener pushback.","Listening to a debate segment, the student identifies that one side is using a real but cherry-picked statistic to imply a broader trend that isn't supported; later, arguing for a proposal themselves, the student is challenged on a cost estimate, admits that specific number was optimistic while maintaining the rest of the case, and shifts from assertive to collaborative tone once the pushback is acknowledged."
8,Reading,Module 6: Arguing,"Can read a stylistically dense extended argument and (a) map shifts in persuasive strategy, tone, and rhetorical stance to audience and purpose, (b) identify at least one specific manipulation or fallacy technique being used, and (c) assess how persuasive that technique is likely to be for a reader who isn't looking for it.","Given an op-ed that shifts from emotional appeal to a data-driven section that quietly omits a confounding variable, the student identifies the omission, names the technique, and assesses that most readers would find the data section convincing precisely because it looks more rigorous than the emotional opening."
8,Writing,Module 6: Arguing,"Can write an extended argument that (a) deliberately calibrates persuasive strategy, tone, and rhetorical stance for at least two distinct audiences within the same piece, (b) explicitly and fairly addresses the strongest available counterargument rather than a weaker version of it, and (c) sustains logical rigor and precision throughout, including in the concession.","Writing a proposal aimed at both a creative team and a finance team, the student leads with vision-driven language for the creative section, then directly and fairly addresses the finance team's strongest likely objection — cost — rather than a weaker version of it, before shifting into precise, numbers-driven language to answer it."
8,Listening/Speaking,Module 7: Transacting,"Listening: Can listen to a dense or culturally layered transactional exchange and identify where politeness masks firmness or where an unstated subtext (tension, bad faith, a hidden constraint) exists, assessing how that subtext is likely to affect the outcome. Speaking: Can carry out a transactional exchange under real-time pressure — recovering smoothly from a genuine miscommunication or an unexpected objection without losing the thread of the negotiation — while adjusting strategy, tone, and register at least twice to specific reactions from the other party.","Listening to a negotiation, the student notices one party's polite phrasing (""we'd need to think about that"") is functioning as a firm no and predicts the deal is unlikely to move forward on those terms; later, negotiating a contract themselves, the student is caught off guard by an unexpected objection, takes a moment to reframe rather than freezing, and shifts from firm to conciliatory language before firming back up once the tension eases."
8,Reading,Module 7: Transacting,"Can read a stylistically dense extended transactional communication and (a) map shifts in diplomacy, formality, and persuasive pressure to relationship and stakes, (b) identify at least one place where the stated position and the real underlying position likely diverge, and (c) assess how that divergence is likely to affect the relationship going forward.","Given a negotiation email that stays polite throughout but grows noticeably more formal by the final paragraph, the student identifies that the writer's actual patience is running out despite the polite surface, and predicts that continued delay will damage the relationship even though nothing overtly hostile is said."
8,Writing,Module 7: Transacting,"Can write an extended transactional communication that (a) deliberately calibrates diplomacy, formality, and persuasive pressure for at least two distinct relationships or stakes within the same piece, (b) manages a real underlying tension (a firm requirement, a difficult ask) without ever becoming overtly confrontational, and (c) sustains tonal control and precision throughout.","Writing to both a long-time client and a new prospect in the same proposal, the student keeps a warm, familiar tone for the client's section while firmly but diplomatically holding a pricing line neither party is fully happy with, and shifts to a more formal, persuasive tone for the prospect's section without contradicting the position taken with the client."
8,Listening/Speaking,Module 8: Socializing,"Listening: Can listen to a culturally layered social exchange and identify irony, veiled criticism, or culturally specific subtext not evident from the literal words, assessing how that subtext is likely to affect the relationship going forward. Speaking: Can navigate a socially delicate exchange under real-time pressure — recovering smoothly when a joke or comment lands badly, without over-apologizing or ignoring it — while adjusting strategy, tone, and register at least twice to specific reactions from others.","At a gathering, the student notices a compliment that's actually a veiled criticism (""brave choice"") and reads the underlying tension; later, when their own joke lands awkwardly, the student acknowledges it lightly, shifts to a warmer and more sincere tone to smooth things over, then relaxes back into humor once the mood lifts, without dwelling on the misstep."
8,Reading,Module 8: Socializing,"Can read a stylistically dense extended social communication and (a) map shifts in warmth, formality, humor, and tact to relationship and social stakes, (b) identify at least one place where the literal message and the real social intent diverge, and (c) assess how the recipient is likely to read that divergence.","Given a message that opens playfully and grows more careful and formal toward a sensitive request at the end, the student identifies that the writer is bracing for a possible ""no,"" and predicts the recipient will likely sense the writer's nervousness despite the light opening tone."
8,Writing,Module 8: Socializing,"Can write an extended social communication that (a) deliberately calibrates warmth, formality, humor, and tact for at least two distinct relationships or social stakes within the same message, (b) manages a genuinely delicate social ask or admission without either avoiding it or being blunt, and (c) sustains tonal control and precision throughout.","Writing a group message to both close friends and a few acquaintances that includes a sensitive request (asking for money back), the student keeps playful banter for the friends, shifts to warmer but more measured language for the request itself so it doesn't feel blunt to the acquaintances, and closes on a light note that doesn't undercut the seriousness of the ask."
